cluster,DS_PROD,QTD
1,WINRMDKP08MVL,25
1,A.R CORPORATIVO RB 2 TABELA C,24
1,CDU LGT5 G. IMOBILIARIA TRAD,24
1,CLD STD PROT CNXAD PRD WN SQL,24
1,E.T CORPORATIVO RB 2 TABELA C,24
1,IAAS-VPN SITE-TO-SITE-M,24
1,PRJCT 2010 ALNG EMBMNTNNCE MVL,24
1,PRJCT 2016  MNT ISV,24
1,SMS LGT5 G. IMOBILIARIA TRAD,24
1,SQLSCART08R2MN,24
1,TPF CNPJ MONITOR NFSE,24
1,WINSVRCAL2008SNGLOLPNLDVCCAL,24
1,WINSVRSTD08R2,24
1,FEEDZ 4 MOD PACK 500 COL,23
1,FEEDZ 4 MOD PACK 500 COL EXC,23
1,FEEDZ 4 MOD PACK 500 COL UN,23
1,FLUIG 50 USUARIOS,23
1,ISV RT SQL CAL 2008 Mnt MVL St,23
1,ISV RT SQL Svr Std 2008 MVL,23
1,SAAS TOTVS FAST ANALYTICS - G,23
1,SLA ADVANCED PRT 24M,23
1,SLA SPED PRT 24M,23
1,TX AD TOTVS FAST ANALYTICS - G,23
1,APP MINHA PRODUCAO 1 A10 IDS,22
1,BENEFICIOS FLEXIVEIS BY SWILE,22
1,CDU TOTVS BASE TCPO PACK 1,22
1,CONECTOR BASIC,22
1,CONVERSAS BY WKW - 2 EMPREENDI,22
1,PLATAFORMA FLUIG COMPLEM-ECO,22
1,SMS TOTVS BASE TCPO PACK 1,22
1,TOTVS CLOUD FLUIG STANDARD,22
1,A.R CORPORATIVO RB 1 TABELA A,21
1,ADESAO TOTVS PRIME,21
1,AMS CUSTOM PACK,21
1,CDU LGT GCH ON-DEMAND 1000 TRA,21
1,E.T CORPORATIVO RB 1 TABELA A,21
1,PROGRESS ENT RDBMS MNT UC1Y,21
1,SETUP INTEGRACAO NATIVA TOTVS,21
1,SMS LGT GCH ON-DEMAND 1000 TRA,21
1,TOTVS RH ATS PACK 35 POSICOES,21
1,CDU COLAB NEO 5000 DOC,20
1,CDU LGT GCH ON-DEMAND 100 TRA,20
1,CES.DIR. COOP/COM,20
1,CLOUD COLAB NEO 5000 DOC,20
1,CLOUDINT MIGRA DE 11 A 20 IDS,20
1,FEEDZ 1 MOD PACK 100 COL,20
1,FEEDZ 1 MOD PACK 100 COL EXCED,20
1,FO.RM02.CsU,20
1,SMS COLAB NEO  5000 DOC,20
1,SMS LGT GCH ON-DEMAND 100 TRA,20
1,SMS TOTVS TEC PROCESSOR SINGLE,20
1,TESTE PERSON PARA R&S EXCED,20
1,TOTVS INTERA TERCEIRIZACAO,20
1,TOTVS TEC PROCESSOR SINGLE COR,20
1,TPF PACK 2300 DOCS,20
1,TPF PACK 575 DOCS,20
1,TPF PACK ADC 2300 DOCS,20
1,TPF PACK ADC 575 DOCS,20
1,WINSVR12DVCCAL,20
1,ACELERADOR BASICO PORTAL-CDU,19
1,ACELERADOR BASICO PORTAL-SAAS,19
1,ADESAO APP MEU CHECKLIST	,19
1,ADESAO INTERA SEGM PRIVATE,19
1,ADESAO PESQUISA DE ENGAJAMENTO,19
1,APP MEU CHECKLIST EXEC 1 A 5,19
1,APP MEU CHECKLIST PLAN 1 A 3,19
1,CLOUDINT TSS ADICIONAL,19
1,CONV BY WKW PACK ADD 1K EMPRE,19
1,INFRA ESTRUTURA ASP,19
1,PR.RN01.Mnt,19
1,SERV ATENDIMENTO CONTINUADO BH,19
1,SQLSRT8R2MV1CL,19
1,SQLSVRSTD2017MIDIA DIGITAL,19
1,TOTVS TRANSMITE 10.000 NFS,19
1,TPF PACK 1150 DOCS,19
1,TPF PACK ADC 1150 DOCS,19
1,ADESAO INTERA FLUIG G,18
1,CDU LGT LOJA PDV TRAD,18
1,CDU LGT TMS TRAD,18
1,CDU TOTVS COMEX IMPORTACAO,18
1,CENTRAL RESERVAS E CADASTROS,18
1,FEEDZ 2 MOD PACK 100 COL,18
1,FEEDZ 2 MOD PACK 100 COL EXCED,18
1,GARANTIA ESTEND DATASUL,18
1,PR.RN01.CsU,18
1,SISTEMA DE GESTAO DE EVENTOS,18
1,SMS LGT TMS TRAD,18
1,SMS LGT1 VENDA ASSISTIDA TRAD,18
1,SMS TOTVS COMEX IMPORTACAO,18
1,WINRMDKP08MNT5,18
1,ADESAO INTERA FLUIG PRIME,17
1,ADESAO INTERA GOODDATA G,17
1,MINHAS OS 6-15 TÉCNICOS,17
1,MINHAS OS ATÉ 5 TÉCNICOS,17
1,SQLCALRT12MVL,17
1,SQLSRT8R2MN1CL,17
1,SUST BSO HORA EXCEDENTE 100%,17
1,SUST BSO HORA EXCEDENTE 150%,17
1,SUST BSO HORA EXCEDENTE 200%,17
1,TOTVS MES CDU (USER + RECURSO),17
1,TOTVS MES SMS (USER + RECURSO),17
1,ACELERAD AVANCAD PORT-SAAS-NV,16
1,ACELERAD AVANCAD PORTAL-CDU-NV,16
1,ADESAO ADMISSAO DIGITAL M,16
1,ADESAO LICENCA SURICATO,16
1,APP LIC SURIC PACK 10,16
1,CDU PLATAFORMA TOTVS ANALYTICS,16
1,FEEDZ 1 MOD PACK 100 COL UN,16
1,FEEDZ 1 MOD PACK 1000 COL,16
1,FEEDZ 1 MOD PACK 1000 COL EXC,16
1,FEEDZ 2 MOD PACK 750 COL,16
1,FEEDZ 2 MOD PACK 750 COL EXCED,16
1,MANUTEN DE PCTS CUSTOMIZADOS,16
1,SISTEMA DE ALÇADAS DE DECISAO,16
1,SISTEMA PONTO DE VENDA TOTVS,16
1,SLA ADVANCED,16
1,SLA SPED,16
1,SQLSVRSTRT12MVL1CLT,16
1,TOTVS CLOUD RM STANDARD,16
1,TOTVS TRANSMITE 100 NFS,16
1,A.R CORPORATIVO RB 1 TABELA D,15
1,ADESAO PLAT FLUIG COMPLEMENTAR,15
1,AHGORA FERIAS,15
1,BLAST OFERTA BOLD 300 FUNC,15
1,CONTROLE DE ATIVO FIXO,15
1,E.T CORPORATIVO RB 1 TABELA D,15
1,FEEDZ 3 MOD PACK 250 COL,15
1,FEEDZ 3 MOD PACK 250 COL EXCED,15
1,FEEDZ 3 MOD PACK 250 COL UN,15
1,FLOW GENERC ESSENTIAL BY FLUIG,15
1,ID INT COMP: DO 31 AO 50,15
1,LEGAL DATA RECORRENTE,15
1,MONIT AMB BY GROUNDWORK PACK10,15
1,TOP PROCESSOR X86 MULTICORE,15
1,TOTVS CLOUD PROTHEUS STANDARD,15
1,TRAD/CORP GE PROTHEUS 12.1.17,15
1,VPN 24M,15
1,WORKS FLUIG PROFESSIONAL 288H,15
1,AHG GER. EXCEDENTE - BILLING,14
1,APP BD C&P ORC. - 1  CID,14
1,ASFU ATUAL/SUP ORACLE 11G STD,14
1,CC.WM01.Mnt,14
1,CC.WN01.CsU,14
1,CDU LIGHT ERP TRAD,14
1,CLOUD COLAB NEO 500 DOC,14
1,CLOUDIAAS BACKUP GB 30 DIAS-M,14
1,CLOUDINT CONEX ADIC FLUIG,14
1,CRM 4.0 PRO CAL USER MNT,14
1,CRM 4.0 PRO SERVER MNT,14
1,E-LEARNING CENTER  36M,14
1,FO.DN02.CsA,14
1,IAAS-TCWIN-2VCPU-8VRAM-3A,14
1,ISV RT SQL STD 2014 ENG DVD,14
1,SETUP CLOUD IAAS,14
1,SIST AUTONOMIA CONFECCAO RELAT,14
1,SMS CORP TOTVS SERVICOS RB2,14
1,SMS LIGHT ERP TRAD,14
1,SQLCALRT12MNT,14
1,SQLSVRSTRT12MNT1CLT,14
1,ADESAO INTERA GOODDATAPRIVATE,13
1,EMISSOR FISCAL SAT-E,13
1,FEEDZ 1 MOD PACK 750 COL,13
1,FEEDZ 1 MOD PACK 750 COL EXCED,13
1,IAAS-TCLNX-16VCPU-32VRAM-M,13
1,IAAS-TCLNX-2VCPU-8VRAM-M,13
1,IAAS-TCLNX-4VCPU-8VRAM-M,13
1,IAAS-TCSQL-2VCPU-8VRAM-M,13
1,IAAS-TCSQL-8VCPU-32VRAM-M,13
1,IAAS-TCWIN-2VCPU-4VRAM-M,13
1,IAAS-TCWIN-4VCPU-16VRAM-3A,13
1,IAAS-TCWIN-4VCPU-32VRAM-M,13
1,INTERFACE - CHAVE ELETRONICA -,13
1,PRIME GEST DE MUD DE AMB PRT,13
1,PRIME STAND BY PRT,13
1,SQLCALDVCSTDRUNTIME2017LIC,13
1,SQLSERVERSTDRUNTIME2017LIC,13
1,TOTVS MES CDU - PACOTE FULL,13
1,TOTVS MES SMS - PACOTE FULL,13
1,TOTVS RH ATS PACK 3 VAGAS,13
1,UPGRADE DE RELEASE PRT,13
1,CDU COLAB NEO  500 DOC,12
1,CDU DES PAR FUNCIONALIDADE AD2,12
1,CLOUDIAAS - BACKUPGB 1 ANO-M,12
1,CT.RN01.CsU,12
1,CTREESVRDMINTELATE1000UENTPWIN,12
1,FEEDZ 1 MOD PACK 25 COL,12
1,FEEDZ 1 MOD PACK 25 COL EXCED,12
1,FEEDZ 1 MOD PACK 25 COL UN,12
1,FS.WN01.Mnt,12
1,HIGS - INTEGRACOES,12
1,IAAS-BANDA DE INTERNET-MBPS-1A,12
1,IAAS-DDADO-50GB-2KIOPS-LEVE-1A,12
1,IAAS-DSO-50GB-2KIOPS-LEVE-1A,12
1,IAAS-IP PUBLICO-1A,12
1,IAAS-TCLNX-2VCPU-4VRAM-3A,12
1,IAAS-TCWIN-2VCPU-4VRAM-3A,12
1,ID INT COMP: DO 51 AO 150,12
1,INTERA COMBO 4 C&P 5 AO 10,12
1,ISV SQL Svr Std 2008 Mnt MVL 1,12
1,LB.WN03.CsU,12
1,MIDIA DIGITAL,12
1,MINHAS OS 16-50 TÉCNICOS,12
1,OUTRO SETUP/SERVICO,12
1,PLATAFORMA TOTVS ANALYTICS - M,12
1,PRJCT13ISVMNT,12
1,PROG OPED REPL PLUS ENT MNT,12
1,SMS COLAB NEO  500 DOC,12
1,SMS CORP TOTVS CONSTRUC RB3.4,12
1,SQLSERVERSTDISV2017MNTCORE,12
1,SQLSSIS8R2MN1P,12
1,SQLSVRSTDCORE 2016 MNT 2LIC,12
1,TOTVS INTERA FIELD SERVICE,12
1,VI.WN02.Mnt,12
1,WINRMDKP08MNT,12
1,AHGORA MULTI - EXCEDENTE,11
1,ARMAZENAMENTO DOCTOS LEGADO,11
1,ASP EXPRESS MICROSIGA PROTHEUS,11
1,AT.DN01.CsU,11
1,AT.DN01.Mnt,11
1,BACK FULL POR UH,11
1,BEN FLEX BY SWILE FREE,11
1,BP BASE POR UH,11
1,BP VARIAVEL POR PERFORMANCE,11
1,CDU CORPORATIVO RB1.3 TABELA E,11
1,CT.RN01.Mnt,11
1,GESTAO DE MULTIPROPRIEDADE,11
1,IAAS-BANDA DE INTERNET-5MBPS-M,11
1,IAAS-TCLNX-1VCPU-2VRAM-3A,11
1,IAAS-TCLNX-4VCPU-8VRAM-3A,11
1,IAAS-TCLNX-8VCPU-32VRAM-3A,11
1,IAAS-TCSQL-4VCPU-16VRAM-3A,11
1,INTERA COMBO 4 C&P 1 AO 4,11
1,PACK TOTVS AUDITOR NFE 1000,11
1,PLATAFORMA BACK FULL,11
1,PLATAFORMA BP BASE,11
1,PLATAFORMA GESTOR DE CANAIS,11
1,PLATAFORMA RD STATION MKT,11
1,SD.WN01.Mnt,11
1,SERASA 2 AUDI FB,11
1,TELEFONIA E TARIFACAO,11
1,TRANS DOC ELET TSS 10000ANO 24,11
1,TRANS DOC ELET TSS 5000ANO 24M,11
1,1004.0 ADESAO PLATAFORMA BY ZF,10
1,1004.1 CARDAPIO BY ZERO FILA,10
1,ADESAO APP SYNCROS,10
1,ADESAO INTERA B.O PRIVATE,10
1,ADESAO PUBLIC FORM COMPLETO,10
1,AHGORA IOT - EXCEDENTE,10
1,AMS RECORRENTE,10
1,APP BACKOFC VENDAS-1 AO 40,10
1,APP CLOCKIN RH- 251 A 500 FUNC,10
1,APP SYNCROS ATE 50000 DOCS,10
1,AT.DM04.CsU,10
1,AT.DM04.Mnt,10
1,BM CHEF CAIXA COMPLETA NFCE,10
1,BMCHEF COM PGMV,10
1,BMCHEF COMANDAS,10
1,BMCHEF NFE GRTR,10
1,BMCHEF WEB 3 US,10
1,BMCHEFWEB SG AD,10
1,CDU TOP MOBILE PACK 1,10
1,CLDINT PROT CNXAD WN SQL DED,10
1,DIGTE PUBLIC FORM COMPLETO,10
1,FEEDZ 2 MOD PACK 100 COL UN,10
1,FEEDZ 4 MOD PACK 100 COL,10
1,FEEDZ 4 MOD PACK 100 COL EXC,10
1,FEEDZ 4 MOD PACK 100 COL UN,10
1,FEEDZ 5 MOD PACK 100 COL,10
1,FEEDZ 5 MOD PACK 100 COL EXCED,10
1,FEEDZ 5 MOD PACK 100 COL UN,10
1,FO.Dese.Cus,10
1,FO.RM02.Mnt,10
1,INTERA COMBO 4 1º AO 20º,10
1,PRJCT 2010 ALNG EMB MVL ISV,10
1,SERVICOS RECORRENTES - DRGS,10
1,SMS TOP MOBILE PACK 1,10
1,TOTVS PORTAL DE IMÓVEIS PACK 2,10
1,TOTVS TRANSMITE 500 NFS,10
1,WINPRO7SNGLOLPNLLEGAGETGENUINE,10
1,ADESAO INTERA FLUIG M,9
1,AMBIENTE ADIC.ATE 5 USUAR.36M,9
1,APP EXPENSE - POR USUARIO,9
1,CDU LGT JURIDICO TRAD,9
1,CLOUDINT 1 A 3 ID SIMULT SEM T,9
1,CT.RN01.CsA,9
1,FI.RN01.Mnt,9
1,G COD FONTE BY IT UP PACK50,9
1,G INFRA SOFTWARE RECORRENTE,9
1,ID FLUIG STANDARD,9
1,ID INT DEDICADO 1º AO 50º,9
1,ID INTERA DO 1 AO 15 ID,9
1,LB.WN03.Mnt,9
1,RB.WN01.Mnt,9
1,SMS LGT JURIDICO TRAD,9
1,TOTVS PORTAL DE IMOVEIS PACK5,9
1,TPF PACK 1.150 CREDITOS,9
1,TS.WN01.CsU,9
1,ADC USU BAS - GESTAO DE CAIXA,8
1,ADC USUARIO - OP FINANCEIRAS,8
1,AHGORA ANALYTICS LITE,8
1,APP LIC SURIC PACK 50,8
1,APP PDC INC PACK 40 EMPREEND,8
1,BLAST OFERTA YES 10 FUNC,8
1,BN.WN05.Mnt,8
1,CDU LGT GCH ON-DEMAND 50 TRA,8
1,CDU LGT10 VENDAS FATURAM TRAD,8
1,CLD STD PROT CNX AD HML WN SQL,8
1,CLDSTD RM CONEX. EMULADOR,8
1,FACILIDADES,8
1,FE.RN01.CsU,8
1,FE.RN01.Mnt,8
1,FI.RN01.CsU,8
1,GESTAO DE CAIXA BASIC,8
1,GESTAO DE CAIXA PREMIUM,8
1,ID FLUIG: > 10001,8
1,ID INTERA DO 16 AO 30 ID,8
1,INST. BANCO DE DADOS ADIC. 24M,8
1,KIT MIDIA SQL STANDARD 2005,8
1,LI.WN01.Mnt,8
1,LOCACAO DE SOFTWARE VS PL -13,8
1,LOCACAO DE SOFTWARE VS PLUS,8
1,NU.WN01.CsU,8
1,NU.WN01.Mnt,8
1,OP FINANCEIRAS PREMIUM,8
1,OPEDENRDBMSMVL,8
1,OPEDGAPLICATSERVERENTEREDITMNT,8
1,OPEDSTCRUSRMVL,8
1,OPENEDGAPLSENTEDLIC,8
1,OPENEDGEENTRDBMSMNTCONCUSERS,8
1,OPENEDGEENTRDBMSMVLCONCUSERS,8
1,PRIME SILVER DTS,8
1,PROG OPED ENT RDBMS MNT,8
1,PROG OPED STUDIO ND USR MNT,8
1,SAAS INTEL FISCAL ESOC PACK 5,8
1,SAAS VA PLUS,8
1,SETUP TAIL,8
1,SLA PREMIUM DTS 24M,8
1,SMS LGT GCH ON-DEMAND 50 TRA,8
1,SMS LGT10 VENDAS E FATURAM TRA,8
1,SQL SVR RT STD 2005 MVL,8
1,SUSTENTACAO GESPLAN,8
1,TOTVS SMART ANALYTICS - PACK 5,8
1,TPF CNPJ MONITOR OUTRAS NOTAS,8
1,TX ADESAO-SMART ANALYTICS 05,8
1,VERSAO EXPIRADA DATASUL,8
1,WFN FINANCING PREMIUM,8
1,A.R CORPORATIVO RB1.3 TABELA E,7
1,AHG ANALYT. LITE EXCED.BILLING,7
1,APP BD C&P SINAPI - 1 CID,7
1,ASSINATURA MENSAL INTERNET CMN,7
1,CA.Adic.CsU,7
1,CDU LGT FRAMEWORK TRAD,7
1,CDU LGT PLAN CONT ORCAM TRAD,7
1,CDU LGT10 G. IMOBILIARIA TRAD,7
1,CDU LGT5 FISCAL TRAD,7
1,CLOUD FLUIG 50 USUARIOS,7
1,CLOUDINT CONEX ADIC BACKOFFICE,7
1,CLOUDINT STORAGE E BACKUP 50GB,7
1,COMANDAS ELETRONICAS,7
1,CONECTOR,7
1,E.T CORPORATIVO RB1.3 TABELA E,7
1,FEE - GDS INTERNACIONAL,7
1,FEE - GDS NACIONAL,7
1,FEE - SITE,7
1,FEEDZ 2 MOD PACK 25 COL,7
1,FEEDZ 2 MOD PACK 25 COL EXCED,7
1,FEEDZ 4 MOD PACK 25 COL,7
1,FEEDZ 4 MOD PACK 25 COL EXCED,7
1,FS.WN01.CsA,7
1,FS.WN01.CsU,7
1,ID FLUIG CONECTADO,7
1,ID INTERA DO 31 AO 50 ID,7
1,ID MANUT ATIVOS 1 A 15,7
1,ID PROGR DATASUL APP MINH PROD,7
1,PLATAFORMA COMPLETA,7
1,PRIME GOLD RM,7
1,PROGRESS ENT RDBMS LIC UC1Y,7
1,SD.WN01.CsU,7
1,SMS LGT FRAMEWORK TRAD,7
1,SMS LGT PLAN CONT ORCAM TRAD,7
1,SMS LGT10 G. IMOBILIARIA TRAD,7
1,SMS LGT5 FISCAL TRAD,7
1,SO.WN01.Mnt,7
1,SQL CAL RT 2005 MNT MVL STD,7
1,SQL SVR RT STD 2005 MNT,7
1,SQL14LICRT,7
1,SQL14STDCBRDVD,7
1,SQL14STDLICRT,7
1,TOTVS PAGAMENTO INSTANTANEO,7
1,TS.WN01.CsA,7
1,VERTSIGN 1 A 50 DOC	,7
1,VERTSIGN 51 A 100 DOC	,7
1,WINDCSERVERCAL19DVCOPEN,7
1,WINDSERSTANDAR2019OPEN,7
1,ADESAO ADMISSAO DIGITAL G,6
1,ADESAO DE SOFTWARE - ACTEMPORA,6
1,ADESAO INTERA FLUIG PRIVATE,6
1,ADESAO PUBLIC FORM INICIAR,6
1,APP CLOCKIN RH-501 A 1000 FUNC,6
1,ARREND E LOCACOES STANDARD,6
1,ASFU Oracle 11G Std Edt,6
1,CDU S1 SAUDE MED TRAB - TRAD,6
1,CDU S1 SAUDE PPP - TRAD,6
1,CLDINT PROT UPGRADE WNSQL DED,6
1,CLDINT STD PROT SG APP HML50GB,6
1,CLDINT STD PROT SG APP PRD50GB,6
1,CLOUDINT MIGRA ATE 05 ID,6
1,CLOUDINT MIGRA DE 21 A 30 IDS,6
1,CLOUDINT TSS 5.000 DOC ANO,6
1,CRYSTAL REPORT 8.0 MONO,6
1,DIGTE PUBLIC FORM INICIAR,6
1,E-PROCUREMENT PACK 100 USU,6
1,FEEDZ 3 MOD PACK 100 COL,6
1,FEEDZ 3 MOD PACK 100 COL EXCED,6
1,FEEDZ 3 MOD PACK 100 COL UN,6
1,FO.RM04.CsU,6
1,GERADOR DE RELATORIOS E GRAFIC,6
1,ID PROGRESS DATASUL APP MEU RH,6
1,ISV WIN TERM SVR CAL 2008 MNT,6
1,ISV WIN TERM SVR CAL 2008 MVL,6
1,MANUT.CLASSIC WIN SQL-USUARIOS,6
1,MIDIA 11G WINDOWS 32BITS,6
1,NOTA FISCAL ELETRONICA SERV,6
1,OF.WN01.Mnt,6
1,OPEDRPPSENTMVL,6
1,OR.RN01.Mnt,6
1,PLUG IN SMART E-SOCIAL	,6
1,POSTO DE TRABALHO 1-50 IDS,6
1,PRJCTPRO13DVDISV,6
1,SAAS TOTVS FAST ANALYTICS - P,6
1,SD.WN01.CsA,6
1,SG.Dese.Cus,6
1,SQL CAL 2019 DVC LIC RUNTIME,6
1,SQL CAL 2019 DVC MNT RUNTIME,6
1,SQL STD 2019 - MIDIA DIGITAL,6
1,SQL SVR STD 2019 LIC - RUNTIME,6
1,SQL SVR STD 2019 MNT - RUNTIME,6
1,SQL14STD2CMNTI,6
1,SQLCALDVCSTDRUNTIME2017MNT,6
1,SQLSERVERSTDRUNTIME2017MNT,6
1,SQLSSIS8R2MV1P,6
1,SQLSVRSTDCOR12MNTISV,6
1,TEF TOTVS CLOUD PDV ADICIONAL,6
1,TOTVS PORTAL DE IMOVEIS PACK 1,6
1,TOTVS PORTAL DE IMOVEIS PACK10,6
1,TRANS DOC ELET TSS 1000ANO 36M,6
1,TX AD TOTVS FAST ANALYTICS - P,6
1,WINRMT12OLPUSER,6
1,WINRMTDSKTPSRVCSCAL 2012MNT,6
1,ADD ON WEBSERVICES RD CRM,5
1,AHGORA AUTOMATICO,5
1,APP BD C&P SICRO - 6  A 25 CID,5
1,ASP TOTVS SMART MOBILE PACK10,5
1,ASS DIG BY VERTSIGN PACK 200,5
1,CDU TOTVS SERIE3 MANUFATURA TR,5
1,CDU TOTVS SMARTMOBILE PACK 10,5
1,CLDSTD VPN SITE-TO-SITE,5
1,CLOUD FLUIG 100 USUARIOS,5
1,CLOUDINT 4 A 5 ID SIMULT SEM T,5
1,CLOUDINT PORTAL RM,5
1,CONTROLE DE CONTRATOS,5
1,CR.WN06.CsA,5
1,CT.DM01.CsU,5
1,CT.DM01.Mnt,5
1,CURSO RECRUTAMENTO E SELECAO,5
1,EVOL. TECN. COOP/COM,5
1,FE.RN05.CsU,5
1,FE.RN05.Mnt,5
1,FEEDZ 3 MOD PACK 25 COL,5
1,FEEDZ 3 MOD PACK 25 COL EXCED,5
1,FEEDZ 3 MOD PACK 25 COL UN,5
1,FO.RM04.Mnt,5
1,LI.WN01.CsU,5
1,OFFICESTD 2013 SNGL OLP NL,5
1,OR.RN01.CsU,5
1,PACK TOTVS COLABORACAO 2500,5
1,RB.WN01.CsU,5
1,RD CRM PACK 40 BY RD STATION,5
1,RD CRM PACK 5 PROMO BY RD,5
1,SETUP TRAD ON PREMISE ADMISSAO,5
1,SMS  AN. DO CONTAS A RECEBER,5
1,SMS  ANALISE DE COMPRAS,5
1,SMS  AVALIACAO DE CREDITO,5
1,SMS  DATABASE MARKETING,5
1,SMS  DESEMPENHO DE VENDAS,5
1,SMS  MKT. GERENC. PROG.FIDEL.,5
1,SMS  OTIMIZADOR TELAS - EMS2,5
1,SMS  RELACIONAMENTO,5
1,SMS  SALDO DOS ESTOQUES,5
1,SMS ADM. VALOR CONFIG. EMS2,5
1,SMS ADM.DE PRECO DE VENDA EMS2,5
1,SMS ANALISE DO FLUXO DE CAIXA,5
1,SMS ANALISE DOS PAGAMENTOS,5
1,SMS APLIC. E EMPRESTIMOS EMS5,5
1,SMS ATIVO FIXO EMS5,5
1,SMS AUDIT TRAIL - EMS2,5
1,SMS BANCOS HIST. FIN. EMS5,5
1,SMS BONIFICACAO EMS2,5
1,SMS CAIXA E BANCOS EMS5,5
1,SMS CALIBRAeaO EMS2,5
1,SMS CENARIOS CONTABEIS EMS5,5
1,SMS CHAO DE FABRICA EMS2,5
1,SMS COBRANCAS ESPECIAIS EMS5,5
1,SMS COMPRAS EMS2,5
1,SMS CONFIG. LAYOUT FISCAL EMS2,5
1,SMS CONFIGURADOR PRODUTOS EMS2,5
1,SMS CONTAB. GERENCIAL EMS5,5
1,SMS CONTABILIDADE EMS2,5
1,SMS CONTABILIDADE FISCAL EMS5,5
1,SMS CONTAS A PAGAR EMS5,5
1,SMS CONTAS A RECEBER EMS5,5
1,SMS CONTR. DE COTAS EMS2,5
1,SMS CONTR. DE EMBARQUE,5
1,SMS CONTR. DE QUALIDADE EMS2,5
1,SMS CONTR. INVESTIMENTOS EMS2,5
1,SMS CONTR. P/U.NEGOCIOS EMS5,5
1,SMS CONTRATO DE COMPRAS EMS2,5
1,SMS COTACOES DE COMPRA,5
1,SMS COTACOES DE VENDAS EMS2,5
1,SMS CRP EMS2,5
1,SMS CUSTOS EMS2,5
1,SMS DATASUL BI 2.0 - STANDARD,5
1,SMS DATAVIEWER 3.0 EMS2,5
1,SMS DESENV. PRODUTOS EMS2,5
1,SMS EDI UNIVERSAL - EMS5,5
1,SMS ENGENHARIA EMS2,5
1,SMS ERP MONITOR EMS2,5
1,SMS ESTOQUE EMS2,5
1,SMS EXECUCAO ORCAMENTARIA EMS5,5
1,SMS FASB/CCC/MC EMS5,5
1,SMS FATOR DE CONCETRAeaO,5
1,SMS FATURAMENTO EMS2,5
1,SMS FERRAMENTA ADMINISTRATIVA,5
1,SMS FLUXO DE CAIXA EMS5,5
1,SMS JOB EXECUTION - EMS2,5
1,SMS LEGACY DATA ORGANIZER EMS2,5
1,SMS MPS EMS2,5
1,SMS MULTIPLANT FINANCAS EMS2,5
1,SMS MULTIPLANT LOGISTICA EMS2,5
1,SMS MULTIPLANT MANUFATURA EMS2,5
1,SMS MULTPL. SYNC. EMS2,5
1,SMS OBRIGACOES FISCAIS EMS2,5
1,SMS ORCAMENTOS EMS5,5
1,SMS PEDIDOS EMS2,5
1,SMS PLANEJAMENTO EMS2,5
1,SMS PRESTACAO DE CONTAS EMS5,5
1,SMS PREVISAO DE VENDAS EMS2,5
1,SMS PRODUCAO EMS2,5
1,SMS RECEBIMENTO EMS2,5
1,SMS RECUPERACAO IMPOSTOS EMS2,5
1,SMS SMS INDUSTRIAL EMS2,5
1,SMS TOTVS SERIE3 MANUFATURA TR,5
1,SMS TOTVS SMARTMOBILE PACK 10,5
1,SMS TOTVS TEC PROCESSOR MULTIC,5
1,SMS TRANS.  FINANC. EDI EMS5,5
1,SMS VENDOR EMS5,5
1,SO.WN01.CsU,5
1,SQL14MNTENTRT,5
1,SQL14STDMNTRT,5
1,TOTVS INTERA JURIDICO,5
1,TOTVS SMART ANALYTICS -PACK 10,5
1,TOTVS TEC PROCESSOR MULTICORE,5
1,TRANS DOC ELET TSS 5000ANO 36M,5
1,TX ADESAO-SMART ANALYTICS 10,5
1,VC.SQL4.CSU,5
1,VC.SQLN.CSU,5
1,VI.WN02.CsU,5
1,A.R CORPORATIVO RB 1 TABELA B,4
1,ADAPTIVE DEFENSE 360,4
1,ADD-ON INT WEBSERV: 16 AO 30,4
1,ADESAO INTERA RH PRIVATE,4
1,ADESAO TOTVS INTERA G,4
1,AHGORA AUTOMATICO - EXCEDENTE,4
1,APP CLOCKIN RH-1001 A 3000FUNC,4
1,APP CLOCKIN RH>10000 FUNC,4
1,APP CLOCKINRH-3001 A 10000FUNC,4
1,APP EXPENSE - ADESAO,4
1,APP MEU RH -> 10001º ID,4
1,APP R&S PREM - PACK 1250 POSIC,4
1,APP R&S PREM - PACK 2000 POSIC,4
1,APP TOTVS PVI PACK 2,4
1,ASP EXPRESS RM CORPORE,4
1,ASS DIG BY VERTSIGN PACK 400,4
1,ASS DIG BY VERTSIGN PACK 50,4
1,BN.WN05.CsU,4
1,BONUS PERM-  VS PLUS,4
1,CDU CORP ADIC M.S.T,4
1,CDU GESTAO AMBIENTAL NG TRAD,4
1,CDU LGT AGRO G. AGRIC TRAD,4
1,CDU LGT SAUDE SEG TRAB TRAD,4
1,CDU LGT10 JURIDICO TRAD,4
1,CDU LGT5 G. DE CONTRATOS TRAD,4
1,CDU LGT5 JURIDICO TRAD,4
1,CDU LGT5 MNT DE ATIVOS TRAD,4
1,CDU TOTVS COMEX CONTEUDO,4
1,CDU TOTVS T TRAD,4
1,CDU TOTVS V TRAD,4
1,CLOUD TOTVS COMEX CONTEUDO,4
1,CLOUDINT 6 AO 10 ID SIMULT	,4
1,CLOUDINT TESTE OPCIONAL 1A5 ID,4
1,DMP START2,4
1,E.T CORPORATIVO RB 1 TABELA B,4
1,EASY QUALITY SAAS	,4
1,EXCED 5K TRANSAC STANDARD,4
